,지점,지점명,일시,평균기온(°C),평균 풍속(m/s),상대습도
3651,824,가산,2016,12.7,1.7,
3652,824,가산,2017,12.6,1.6,
3653,824,가산,2018,12.5,1.8,
3654,824,가산,2019,13.2,1.8,
3655,824,가산,2020,13.0,2.0,68.33333333333333
3656,824,가산,2021,13.1,1.8,70.18333333333334
3657,825,칠곡,2012,12.9,2.0,61.60833333333333
3658,825,칠곡,2013,13.4,2.0,61.625
3659,825,칠곡,2014,13.3,1.7,58.050000000000004
3660,825,칠곡,2015,13.8,1.8,61.44166666666667
3661,825,칠곡,2016,14.1,1.8,61.166666666666664
3662,825,칠곡,2017,13.7,1.8,58.96666666666667
3663,825,칠곡,2018,13.6,1.7,59.125
3664,825,칠곡,2019,14.1,1.7,64.27499999999999
3665,825,칠곡,2020,14.0,1.8,69.375
3666,825,칠곡,2021,14.1,1.6,71.64166666666667
3667,826,신녕,2012,12.5,2.1,
3668,826,신녕,2013,13.5,2.0,
3669,826,신녕,2014,13.3,1.9,
3670,826,신녕,2015,13.4,1.9,
3671,826,신녕,2016,13.1,1.9,
3672,826,신녕,2017,13.1,2.0,
3673,826,신녕,2018,13.4,1.9,
3674,826,신녕,2019,13.8,1.8,74.05714285714285
3675,826,신녕,2020,13.3,1.7,67.52499999999999
3676,826,신녕,2021,13.3,1.6,70.43333333333334
3677,827,경산,2012,13.8,2.1,54.724999999999994
3678,827,경산,2013,14.2,1.8,55.416666666666664
3679,827,경산,2014,14.2,1.7,56.44166666666667
3680,827,경산,2015,14.4,1.8,60.19166666666666
3681,827,경산,2016,14.5,1.7,60.73333333333334
3682,827,경산,2017,14.3,1.9,62.40833333333333
3683,827,경산,2018,13.8,1.8,64.21666666666667
3684,827,경산,2019,14.4,1.5,60.708333333333336
3685,827,경산,2020,14.3,1.5,60.699999999999996
3686,827,경산,2021,14.3,1.5,62.833333333333336
3687,828,달성,2012,13.5,2.3,
3688,828,달성,2013,14.2,2.3,
3689,828,달성,2014,14.1,2.1,
3690,828,달성,2015,14.3,2.1,
3691,828,달성,2016,14.6,2.2,70.1
3692,828,달성,2017,14.3,2.2,63.48333333333334
3693,828,달성,2018,14.1,2.2,66.425
3694,828,달성,2019,14.6,2.0,66.20833333333333
3695,828,달성,2020,14.4,1.9,68.175
3696,828,달성,2021,14.5,1.8,69.54166666666667
3697,829,외동,2012,12.2,2.7,
3698,829,외동,2013,13.1,2.5,
3699,829,외동,2014,12.8,2.4,
3700,829,외동,2015,13.2,2.4,
3701,829,외동,2016,13.7,2.4,
3702,829,외동,2017,13.4,2.5,
3703,829,외동,2018,13.3,2.5,
3704,829,외동,2019,13.9,2.4,
3705,829,외동,2020,13.6,2.5,
3706,829,외동,2021,13.8,2.4,
3707,830,기계,2012,13.0,2.1,
3708,830,기계,2013,13.4,2.2,
3709,830,기계,2014,12.9,2.1,
3710,830,기계,2015,13.1,2.2,
3711,830,기계,2016,13.3,2.3,
3712,830,기계,2017,13.1,2.4,
3713,830,기계,2018,13.0,2.1,64.39090909090909
3714,830,기계,2019,13.6,2.2,68.22727272727273
3715,830,기계,2020,13.4,2.3,67.48333333333333
3716,831,석포,2012,7.8,1.2,69.75
3717,831,석포,2013,8.5,1.2,70.7
3718,831,석포,2014,8.2,1.0,72.49166666666666
3719,831,석포,2015,8.6,1.1,72.15833333333333
3720,831,석포,2016,8.9,1.0,72.34166666666667
3721,831,석포,2017,8.2,0.9,70.38333333333334
3722,831,석포,2018,8.4,1.0,73.2
3723,831,석포,2019,9.0,1.0,72.69166666666666
3724,831,석포,2020,8.8,1.0,71.125
3725,831,석포,2021,8.9,1.0,70.875
3726,832,단북,2012,11.4,1.3,
3727,832,단북,2013,12.3,1.2,67.2
3728,832,단북,2014,12.5,1.0,70.61666666666666
3729,832,단북,2015,13.3,1.1,72.53333333333333
3730,832,단북,2016,13.4,1.1,74.80833333333334
3731,832,단북,2017,12.9,1.0,68.27499999999999
3732,832,단북,2018,12.7,0.9,71.09166666666667
3733,832,단북,2019,13.2,0.9,70.125
3734,832,단북,2020,13.1,1.1,70.875
3735,832,단북,2021,13.6,1.2,73.45
3736,833,은척,2012,11.0,2.0,
3737,833,은척,2013,11.6,1.9,
3738,833,은척,2014,11.9,1.5,
3739,833,은척,2015,12.5,1.7,
3740,833,은척,2016,12.5,1.6,
3741,833,은척,2017,12.0,1.8,
3742,833,은척,2018,12.0,1.7,
3743,833,은척,2019,12.4,1.6,
3744,833,은척,2020,11.9,1.6,71.825
3745,833,은척,2021,12.1,1.4,73.78333333333333
3746,834,화서,2012,10.2,2.3,
3747,834,화서,2013,10.9,2.1,69.5
3748,834,화서,2014,11.2,1.8,72.56666666666666
3749,834,화서,2015,11.5,1.9,76.15833333333333
3750,834,화서,2016,11.8,1.8,77.77499999999999
3751,834,화서,2017,11.7,1.8,73.45833333333333
3752,834,화서,2018,11.6,1.7,78.74166666666666
3753,834,화서,2019,12.0,1.6,80.85833333333333
3754,834,화서,2020,11.8,1.7,77.09166666666667
3755,834,화서,2021,11.9,1.6,72.40833333333333
3756,835,봉화읍,2012,10.4,1.2,
3757,835,봉화읍,2013,10.9,1.1,
3758,835,봉화읍,2014,11.1,1.2,
3759,835,봉화읍,2015,11.8,1.2,
3760,835,봉화읍,2016,11.5,1.1,
3761,835,봉화읍,2017,10.7,1.1,
3762,835,봉화읍,2018,10.8,1.1,67.325
3763,835,봉화읍,2021,11.4,1.7,71.96666666666667
3764,836,현서,2012,9.8,1.7,
3765,836,현서,2013,10.5,1.6,
3766,836,현서,2014,10.1,1.3,74.77499999999999
3767,836,현서,2015,10.6,1.4,77.22500000000001
3768,836,현서,2016,10.9,1.3,78.40833333333333
3769,836,현서,2017,10.2,1.3,75.075
3770,836,현서,2018,10.1,1.3,77.075
3771,836,현서,2019,10.7,1.3,78.44166666666668
3772,836,현서,2020,10.6,1.4,76.46666666666667
3773,836,현서,2021,10.6,1.3,75.02499999999999
3774,837,이산,2012,10.6,1.1,
3775,837,이산,2013,11.1,1.0,
3776,837,이산,2014,11.3,1.0,
3777,837,이산,2015,12.0,1.0,
3778,837,이산,2016,12.0,1.0,
3779,837,이산,2017,11.2,1.0,
3780,837,이산,2018,11.2,1.0,
3781,837,이산,2019,11.7,0.8,80.35714285714286
3782,837,이산,2020,11.8,0.8,72.70833333333333
3783,837,이산,2021,11.9,0.7,74.16666666666667
3784,838,동로,2012,10.2,1.9,
3785,838,동로,2013,10.6,2.1,
3786,838,동로,2014,11.0,1.9,
3787,838,동로,2015,11.4,2.0,
3788,838,동로,2016,11.7,2.0,
3789,838,동로,2017,11.0,2.2,
3790,838,동로,2018,11.1,2.1,
3791,838,동로,2019,11.6,2.0,
3792,838,동로,2020,10.9,2.3,70.85833333333333
3793,838,동로,2021,11.1,2.1,72.04166666666667
3794,839,길안,2012,11.0,1.5,
3795,839,길안,2013,11.4,1.4,
3796,839,길안,2014,11.6,1.4,
3797,839,길안,2015,12.5,1.4,
3798,839,길안,2016,12.3,1.4,
3799,839,길안,2017,11.6,1.5,
3800,839,길안,2018,11.5,1.5,
3801,839,길안,2019,12.1,1.6,
3802,839,길안,2020,12.6,1.6,70.875
3803,839,길안,2021,13.3,1.6,72.89999999999999
3804,840,하양,2012,13.2,1.5,
3805,840,하양,2013,13.4,1.9,59.2
3806,840,하양,2014,13.2,1.7,69.26666666666667
3807,840,하양,2015,13.5,1.7,73.09166666666667
3808,840,하양,2016,13.8,1.6,74.04166666666667
3809,840,하양,2017,13.7,1.7,67.79166666666667
3810,840,하양,2018,13.1,1.7,73.69166666666666
3811,840,하양,2019,13.9,1.5,73.825
3812,840,하양,2020,13.5,1.7,70.24166666666666
3813,840,하양,2021,13.6,1.7,64.95833333333333
3814,841,화북,2012,11.0,1.7,
3815,841,화북,2013,11.7,1.6,
3816,841,화북,2014,11.6,1.6,
3817,841,화북,2015,12.3,1.6,
3818,841,화북,2016,12.6,1.6,
3819,841,화북,2017,11.9,1.6,
3820,841,화북,2018,12.1,1.6,
3821,841,화북,2019,12.8,1.6,
3822,841,화북,2020,12.4,1.7,71.75833333333334
3823,841,화북,2021,12.4,1.6,74.26666666666667
3824,842,산내,2012,11.4,2.0,
3825,842,산내,2013,12.2,2.0,
3826,842,산내,2014,11.9,1.9,
3827,842,산내,2015,12.2,2.1,
3828,842,산내,2016,12.6,2.0,
3829,842,산내,2017,12.1,2.2,
3830,842,산내,2018,12.0,2.1,
3831,842,산내,2019,12.5,2.0,
3832,842,산내,2020,12.5,2.3,63.0
3833,842,산내,2021,12.5,2.4,72.625
3834,843,금강송,2012,11.1,2.1,
3835,843,금강송,2013,12.0,2.2,
3836,843,금강송,2014,11.9,2.0,
3837,843,금강송,2015,12.5,2.1,
3838,843,금강송,2016,12.7,2.0,67.38888888888889
3839,843,금강송,2017,12.4,2.1,58.574999999999996
3840,843,금강송,2018,12.1,2.1,62.583333333333336
3841,843,금강송,2019,13.0,2.1,61.9
3842,843,금강송,2020,12.7,2.2,61.824999999999996
3843,843,금강송,2021,12.4,2.0,65.76666666666667
3844,844,영덕읍,2012,12.0,2.0,
3845,844,영덕읍,2013,12.9,1.9,
3846,844,영덕읍,2014,12.8,1.7,
3847,844,영덕읍,2015,13.1,1.8,
3848,844,영덕읍,2016,13.4,1.8,
3849,844,영덕읍,2017,13.1,1.9,
3850,844,영덕읍,2018,12.9,1.8,66.675
3851,844,영덕읍,2019,13.8,1.9,65.28333333333333
3852,844,영덕읍,2020,13.2,1.9,68.89166666666667
3853,844,영덕읍,2021,13.2,1.8,72.84166666666667
3854,845,대구북구,2012,13.4,2.6,
3855,845,대구북구,2013,14.2,2.4,
3856,845,대구북구,2014,14.2,2.4,
3857,845,대구북구,2015,14.4,2.3,
3858,845,대구북구,2016,14.6,1.5,
3859,845,대구북구,2017,13.8,1.5,
3860,845,대구북구,2018,13.7,1.5,
3861,845,대구북구,2019,14.5,1.3,
3862,845,대구북구,2020,14.2,1.5,53.55
3863,845,대구북구,2021,14.6,1.6,62.48333333333333
3864,846,대구서구,2012,13.1,2.2,
3865,846,대구서구,2013,13.9,2.1,
3866,846,대구서구,2014,13.9,2.0,
3867,846,대구서구,2015,14.3,2.0,
3868,846,대구서구,2016,14.5,2.0,
3869,846,대구서구,2017,14.4,2.1,
3870,846,대구서구,2018,14.2,2.1,
3871,846,대구서구,2019,14.8,1.9,
3872,846,대구서구,2020,14.5,2.0,
3873,846,대구서구,2021,14.6,2.0,70.3
3874,847,소보,2012,11.0,1.1,46.7
3875,847,소보,2013,11.9,1.1,
3876,847,소보,2014,11.8,1.0,
3877,847,소보,2015,12.5,1.0,
3878,847,소보,2016,12.7,1.0,
3879,847,소보,2017,12.0,1.0,
3880,847,소보,2019,12.4,0.9,
3881,847,소보,2020,12.3,1.1,66.1
3882,847,소보,2021,12.3,1.1,71.89999999999999
3883,848,청도금천,2012,11.9,1.5,
3884,848,청도금천,2013,12.7,1.5,
3885,848,청도금천,2014,12.6,1.4,
3886,848,청도금천,2015,13.1,1.4,
3887,848,청도금천,2016,13.3,1.4,
3888,848,청도금천,2017,12.9,1.5,
3889,848,청도금천,2018,12.7,1.5,
3890,848,청도금천,2019,13.1,1.4,
3891,848,청도금천,2020,13.1,1.5,
3892,848,청도금천,2021,13.2,1.6,
3893,849,지보,2012,11.9,1.8,
3894,849,지보,2013,12.9,1.6,
3895,849,지보,2014,12.6,1.4,
3896,849,지보,2015,13.2,1.4,
3897,849,지보,2016,13.3,1.4,
3898,849,지보,2017,12.8,1.4,
3899,849,지보,2018,12.6,1.4,
3900,849,지보,2019,13.2,1.3,
3901,849,지보,2020,12.8,1.4,61.65
3902,849,지보,2021,12.6,1.5,66.89166666666667
3903,850,감포,2012,13.4,3.8,55.15
3904,850,감포,2013,13.2,3.6,67.19166666666666
3905,850,감포,2014,13.0,3.5,67.98333333333333
3906,850,감포,2015,13.3,3.5,67.76666666666667
3907,850,감포,2016,13.7,3.5,67.325
3908,850,감포,2017,13.2,3.6,60.43333333333334
3909,850,감포,2018,13.1,3.6,63.59166666666667
3910,850,감포,2019,13.8,3.6,66.575
3911,850,감포,2020,13.6,3.6,65.44166666666666
3912,850,감포,2021,14.1,3.6,67.46666666666667
3913,851,소곡,2012,10.5,1.1,
3914,851,소곡,2013,11.2,1.2,
3915,851,소곡,2014,11.2,1.0,
3916,851,소곡,2015,11.6,1.1,
3917,851,소곡,2016,11.8,1.0,
3918,851,소곡,2017,11.6,1.1,
3919,851,소곡,2018,11.3,1.0,
3920,851,소곡,2019,12.2,1.0,
3921,851,소곡,2020,11.9,1.2,
3922,851,소곡,2021,12.0,1.2,76.65
3923,852,죽변,2012,12.5,3.3,
3924,852,죽변,2013,13.2,3.2,
3925,852,죽변,2014,13.5,3.2,
3926,852,죽변,2015,13.7,3.3,
3927,852,죽변,2016,13.8,3.0,
3928,852,죽변,2017,13.8,2.8,
3929,852,죽변,2018,13.4,2.9,
3930,852,죽변,2019,14.3,2.8,
3931,852,죽변,2020,13.9,3.1,
3932,852,죽변,2021,14.4,2.9,
3933,853,팔공산,2012,9.7,1.1,
3934,853,팔공산,2013,10.5,1.1,
3935,853,팔공산,2014,10.6,1.1,
3936,853,팔공산,2015,11.0,1.0,
3937,853,팔공산,2016,11.2,1.0,
3938,853,팔공산,2017,10.8,1.1,
3939,853,팔공산,2018,10.7,1.1,65.61999999999999
3940,853,팔공산,2019,11.4,1.0,63.75
3941,853,팔공산,2020,11.0,1.0,64.04166666666667
3942,853,팔공산,2021,11.2,1.2,67.48333333333333
3943,854,삼동,2012,12.0,1.2,73.67
3944,854,삼동,2013,13.1,1.2,73.725
3945,854,삼동,2014,13.1,1.8,72.11666666666666
3946,854,삼동,2015,13.3,1.9,74.41666666666667
3947,854,삼동,2016,13.7,1.8,73.125
3948,854,삼동,2017,13.6,2.0,69.08333333333333
3949,854,삼동,2018,13.4,2.0,70.375
3950,854,삼동,2019,13.9,1.9,70.2
3951,854,삼동,2020,13.6,1.9,61.083333333333336
3952,854,삼동,2021,13.8,2.0,61.59166666666667
3953,855,가파도,2012,15.8,6.4,73.5
3954,855,가파도,2013,16.3,5.9,79.16666666666667
3955,855,가파도,2014,16.6,5.9,76.85000000000001
3956,855,가파도,2015,16.6,5.6,75.94166666666666
3957,855,가파도,2016,17.2,5.8,82.49090909090908
3958,855,가파도,2018,16.4,5.9,82.31666666666666
3959,855,가파도,2019,,5.9,74.65833333333333
3960,855,가파도,2020,16.9,5.8,75.47500000000001
3961,855,가파도,2021,17.8,6.1,72.05833333333332
3962,856,광양백운산,2012,10.9,2.4,76.89090909090909
3963,856,광양백운산,2013,11.5,2.3,75.93333333333332
3964,856,광양백운산,2014,11.8,2.2,77.31666666666666
3965,856,광양백운산,2015,12.1,2.1,82.25
3966,856,광양백운산,2016,12.3,2.2,78.71666666666667
3967,856,광양백운산,2017,12.0,2.3,67.77499999999999
3968,856,광양백운산,2018,12.1,2.1,70.3
3969,856,광양백운산,2019,12.5,2.1,69.03333333333333
3970,856,광양백운산,2020,12.1,2.2,70.55
3971,856,광양백운산,2021,12.7,2.1,70.53333333333333
3972,857,완도읍,2012,13.5,2.6,79.84545454545454
3973,857,완도읍,2013,13.9,2.3,82.65833333333333
3974,857,완도읍,2014,13.6,2.2,85.25
3975,857,완도읍,2016,14.3,2.2,77.24166666666666
3976,857,완도읍,2018,13.9,2.2,75.89999999999999
3977,857,완도읍,2019,14.0,1.9,75.425
3978,857,완도읍,2020,13.9,,75.44166666666666
3979,857,완도읍,2021,14.7,2.3,76.21666666666667
3980,858,지산,2013,13.5,2.9,83.29166666666667
3981,858,지산,2014,13.6,2.6,82.33333333333333
3982,858,지산,2015,13.9,2.7,77.00833333333334
3983,858,지산,2016,14.3,2.8,76.29166666666667
3984,858,지산,2018,13.8,2.7,72.29166666666667
3985,858,지산,2019,13.9,2.7,72.65833333333333
3986,858,지산,2020,13.9,2.8,76.03333333333333
3987,858,지산,2021,14.5,2.7,78.36666666666666
3988,859,토함산,2012,11.2,1.4,
3989,859,토함산,2013,12.1,1.4,
3990,859,토함산,2014,12.0,1.3,
3991,859,토함산,2015,12.3,1.3,
3992,859,토함산,2016,12.6,1.3,
3993,859,토함산,2017,12.3,1.3,
3994,859,토함산,2019,12.8,1.2,
3995,859,토함산,2020,12.3,1.2,
3996,859,토함산,2021,12.4,1.6,71.0
3997,860,신암,2016,15.2,1.9,54.49166666666667
3998,860,신암,2017,15.1,1.8,53.775
3999,860,신암,2018,14.9,2.0,57.63333333333333
4000,860,신암,2019,15.1,2.1,56.35833333333333
4001,860,신암,2020,14.8,1.7,59.68333333333334
4002,860,신암,2021,14.9,1.4,61.53333333333333
4003,861,월정,2016,16.6,3.9,76.89166666666667
4004,861,월정,2017,16.3,3.9,72.70833333333333
4005,861,월정,2018,16.4,3.9,74.09166666666667
4006,861,월정,2019,16.5,4.1,72.71666666666665
4007,861,월정,2020,16.6,4.4,72.33333333333333
4008,861,월정,2021,17.0,4.5,74.30833333333334
4009,862,송당,2016,15.3,2.4,79.75
4010,862,송당,2017,15.8,2.3,69.61666666666666
4011,862,송당,2019,,2.9,79.925
4012,862,송당,2020,14.8,3.0,80.95
4013,862,송당,2021,15.7,2.9,84.18333333333334
4014,863,외도,2016,15.7,2.6,76.3
4015,863,외도,2017,15.2,2.6,71.55
4016,863,외도,2018,15.3,2.6,74.16666666666667
4017,863,외도,2019,15.4,2.4,73.01666666666667
4018,863,외도,2020,15.5,2.4,73.01666666666667
4019,863,외도,2021,16.2,2.6,74.72500000000001
4020,864,완산,2016,14.5,1.4,77.5
4021,864,완산,2017,13.7,1.4,61.86666666666667
4022,864,완산,2018,14.1,1.4,65.19166666666666
4023,864,완산,2019,14.3,1.3,69.24166666666666
4024,864,완산,2020,13.9,1.5,69.10000000000001
4025,864,완산,2021,14.6,1.4,68.3
4026,865,오등,2016,15.0,3.0,76.5
4027,865,오등,2017,14.4,2.9,70.27499999999999
4028,865,오등,2018,14.3,2.9,73.38333333333334
4029,865,오등,2019,14.4,2.6,68.38333333333334
4030,865,오등,2020,14.3,2.7,70.8
4031,865,오등,2021,14.9,2.9,69.73333333333333
4032,866,한라생태숲,2016,12.5,2.2,82.925
4033,866,한라생태숲,2017,12.0,2.4,78.71666666666667
4034,866,한라생태숲,2019,11.7,2.5,81.675
4035,866,한라생태숲,2020,11.7,2.4,79.75833333333334
4036,866,한라생태숲,2021,12.3,2.5,79.48333333333333
4037,867,삼각봉,2016,8.5,,68.41666666666667
4038,867,삼각봉,2019,8.1,,72.9375
4039,867,삼각봉,2020,8.0,,69.41666666666667
4040,867,삼각봉,2021,8.3,,70.84166666666667
4041,868,사제비,2016,8.7,,76.13333333333334
4042,868,사제비,2019,8.2,3.1,73.84166666666667
4043,868,사제비,2020,8.3,2.9,74.16666666666667
4044,868,사제비,2021,8.8,3.5,73.88333333333334
4045,869,영실,2016,9.7,2.2,74.625
4046,869,영실,2017,9.0,2.3,75.875
4047,869,영실,2018,9.2,,80.93333333333334
4048,869,영실,2019,9.3,,71.85
4049,869,영실,2020,9.3,2.2,73.05833333333334
4050,869,영실,2021,9.6,2.2,72.55833333333334
4051,870,진달래밭,2012,6.5,3.6,79.60000000000001
4052,870,진달래밭,2013,7.5,3.5,75.5
4053,870,진달래밭,2014,6.7,,79.075
4054,870,진달래밭,2015,7.3,3.2,75.60000000000001
4055,870,진달래밭,2016,8.0,3.2,77.45833333333333
4056,870,진달래밭,2017,7.3,3.4,76.925
4057,870,진달래밭,2019,7.8,,73.77499999999999
4058,870,진달래밭,2020,7.6,,76.94166666666666
4059,871,윗세오름,2012,5.4,3.7,78.54166666666667
4060,871,윗세오름,2013,6.5,3.7,73.31666666666666
4061,871,윗세오름,2014,5.7,,78.41666666666667
4062,871,윗세오름,2015,6.4,3.5,75.59166666666667
4063,871,윗세오름,2016,7.4,3.5,72.01666666666667
4064,871,윗세오름,2018,6.4,,73.29166666666667
4065,871,윗세오름,2020,6.4,,68.54166666666667
4066,871,윗세오름,2021,6.8,,66.47272727272728
4067,872,지리산,2012,8.4,1.4,74.09166666666667
4068,872,지리산,2013,9.8,1.5,71.3
4069,872,지리산,2014,10.3,1.5,70.85000000000001
4070,872,지리산,2015,10.7,1.4,72.96666666666667
4071,872,지리산,2016,10.7,1.3,75.30833333333334
4072,872,지리산,2017,9.6,1.5,70.81666666666668
4073,872,지리산,2018,9.6,1.4,75.19166666666668
4074,872,지리산,2019,10.1,1.3,74.53333333333333
4075,872,지리산,2020,9.8,1.4,77.175
4076,872,지리산,2021,10.3,1.4,77.89166666666667
4077,873,원주백운산,2012,7.8,4.3,70.15833333333333
4078,873,원주백운산,2013,8.2,3.9,74.89166666666667
4079,873,원주백운산,2014,7.8,3.8,73.90833333333333
4080,873,원주백운산,2015,8.1,4.1,78.64999999999999
4081,873,원주백운산,2016,8.2,4.1,80.98333333333333
4082,873,원주백운산,2017,7.3,3.9,76.27499999999999
4083,873,원주백운산,2018,,4.1,72.62727272727273
4084,873,원주백운산,2019,8.0,4.2,71.45
4085,873,원주백운산,2020,7.7,3.8,73.93333333333334
4086,873,원주백운산,2021,8.7,3.9,73.22500000000001
4087,874,동송,2012,9.2,0.9,
4088,874,동송,2013,9.5,0.9,
4089,874,동송,2014,10.3,0.9,
4090,874,동송,2015,10.6,0.9,
4091,874,동송,2016,10.6,0.8,
4092,874,동송,2017,9.8,0.8,
4093,874,동송,2018,9.6,0.9,
4094,874,동송,2019,10.3,0.8,
4095,874,동송,2020,10.2,0.9,
4096,874,동송,2021,10.5,1.2,74.35
4097,875,설악산,2013,2.7,5.8,
4098,875,설악산,2014,3.2,4.7,0.0
4099,875,설악산,2015,3.7,5.0,
4100,875,설악산,2017,3.0,5.0,
4101,875,설악산,2019,3.9,,69.86666666666666
4102,875,설악산,2020,3.4,5.4,76.45
4103,875,설악산,2021,3.6,,71.7
4104,876,삼척,2012,12.3,2.0,67.875
4105,876,삼척,2013,13.3,2.0,67.30833333333334
4106,876,삼척,2014,13.4,1.8,69.01666666666667
4107,876,삼척,2015,13.6,2.0,69.41666666666667
4108,876,삼척,2016,13.5,1.8,64.63333333333334
4109,876,삼척,2017,13.5,1.8,58.36666666666667
4110,876,삼척,2018,13.3,1.8,59.85833333333333
4111,876,삼척,2019,14.2,1.7,58.99166666666667
4112,876,삼척,2020,13.8,1.7,60.14166666666667
4113,876,삼척,2021,14.1,1.9,61.78333333333333
4114,877,문막,2012,10.5,1.9,76.95833333333333
4115,877,문막,2013,10.9,1.7,80.60833333333333
4116,877,문막,2014,11.5,1.9,78.63333333333334
4117,877,문막,2015,12.1,1.9,80.125
4118,877,문막,2016,12.5,1.8,81.46666666666667
4119,877,문막,2017,11.5,1.8,76.80833333333334
4120,877,문막,2018,11.4,1.9,72.86666666666666
4121,877,문막,2019,12.0,1.8,72.85000000000001
4122,877,문막,2020,11.9,1.8,73.35000000000001
4123,877,문막,2021,12.1,1.8,74.20833333333333
4124,878,도계,2012,7.8,1.7,55.65
4125,878,도계,2013,9.0,1.8,63.9
4126,878,도계,2014,9.1,1.5,66.94166666666666
4127,878,도계,2015,9.6,1.5,71.01666666666667
4128,878,도계,2016,9.9,1.6,66.22500000000001
4129,878,도계,2017,9.2,1.7,65.04166666666667
4130,878,도계,2018,9.2,1.6,63.074999999999996
4131,878,도계,2019,10.0,1.5,58.458333333333336
4132,878,도계,2020,9.4,1.6,60.49166666666667
4133,878,도계,2021,9.6,1.6,64.4
4134,879,스키점프,2013,7.5,3.7,81.97500000000001
4135,879,스키점프,2014,7.5,3.2,80.23333333333333
4136,879,스키점프,2015,7.8,3.1,78.64999999999999
4137,879,스키점프,2016,8.1,3.2,79.45
4138,879,스키점프,2017,7.3,3.3,76.25833333333334
4139,879,스키점프,2018,7.2,3.3,75.03333333333333
4140,879,스키점프,2019,7.9,3.0,77.25
4141,880,금악,2016,14.5,2.7,78.05833333333334
4142,880,금악,2017,14.1,2.8,73.75
4143,880,금악,2018,14.2,2.8,77.10833333333333
4144,880,금악,2019,14.2,2.7,71.50833333333334
4145,880,금악,2020,14.1,2.9,72.66666666666667
4146,881,새만금,2012,12.4,3.3,81.69166666666666
4147,881,새만금,2013,13.0,3.2,82.34166666666667
4148,881,새만금,2014,13.0,3.0,85.33333333333333
4149,881,새만금,2015,13.5,3.1,86.10000000000001
4150,881,새만금,2016,14.0,3.2,86.26666666666667
4151,881,새만금,2017,13.7,3.2,85.11666666666666
4152,881,새만금,2018,13.6,3.2,85.09166666666667
4153,881,새만금,2019,14.0,3.0,85.68333333333334
4154,881,새만금,2020,13.9,3.2,81.21666666666667
4155,881,새만금,2021,14.3,3.8,70.54166666666667
4156,882,상무대,2012,12.2,1.9,70.1
4157,882,상무대,2013,12.7,1.8,70.73333333333333
4158,882,상무대,2014,12.9,1.6,70.99166666666666
4159,882,상무대,2015,13.4,1.6,71.01666666666667
4160,882,상무대,2016,13.3,1.7,69.8
4161,882,상무대,2017,12.8,1.7,72.78333333333333
4162,882,상무대,2018,13.1,1.6,75.45
4163,882,상무대,2019,13.3,1.7,73.39999999999999
4164,882,상무대,2020,13.1,1.8,74.16666666666667
4165,882,상무대,2021,13.6,,74.60833333333333
4166,883,새별오름,2016,14.5,3.8,75.89999999999999
4167,883,새별오름,2017,13.9,4.0,71.71666666666667
4168,883,새별오름,2018,13.5,4.7,74.02499999999999
4169,883,새별오름,2019,13.5,4.6,71.98333333333333
4170,883,새별오름,2020,13.4,4.7,75.69166666666666
4171,883,새별오름,2021,14.1,4.4,76.63333333333334
4172,884,기상(과),2014,14.9,2.5,75.925
4173,884,기상(과),2015,15.0,2.3,80.05833333333334
4174,884,기상(과),2016,15.6,2.2,79.84166666666667
4175,884,기상(과),2018,15.7,2.2,78.06666666666666
4176,884,기상(과),2019,16.3,2.1,75.075
4177,884,기상(과),2020,15.9,2.0,78.35833333333333
4178,884,기상(과),2021,16.5,2.3,78.84166666666667
4179,885,태풍센터,2012,13.8,4.3,73.84166666666667
4180,885,태풍센터,2013,14.9,4.2,72.50833333333334
4181,885,태풍센터,2014,14.1,3.5,78.00833333333334
4182,885,태풍센터,2015,14.2,3.4,82.39166666666667
4183,885,태풍센터,2016,14.8,3.5,84.00833333333334
4184,885,태풍센터,2017,14.6,2.2,76.95833333333333
4185,885,태풍센터,2018,14.4,3.0,78.94166666666666
4186,885,태풍센터,2019,14.7,3.7,71.3
4187,885,태풍센터,2020,14.6,3.6,73.43333333333334
4188,885,태풍센터,2021,15.3,3.4,74.72500000000001
4189,886,군산산단,2012,12.5,2.6,78.95
4190,886,군산산단,2013,12.9,2.6,80.21666666666667
4191,886,군산산단,2014,13.2,2.3,81.125
4192,886,군산산단,2015,13.6,2.4,80.91666666666667
4193,886,군산산단,2016,14.0,2.4,80.31666666666666
4194,886,군산산단,2017,13.4,2.5,79.45833333333333
4195,886,군산산단,2018,13.3,,78.96666666666667
4196,886,군산산단,2019,13.6,,72.99166666666666
4197,886,군산산단,2020,13.5,2.4,74.825
4198,886,군산산단,2021,14.1,2.3,70.475
4199,887,세종연기,2013,11.9,1.5,75.76666666666667
4200,887,세종연기,2014,12.4,1.6,73.59166666666667
4201,887,세종연기,2015,13.0,1.7,69.64999999999999
4202,887,세종연기,2016,13.3,1.7,70.69166666666668
4203,887,세종연기,2017,12.4,1.6,68.26666666666667
4204,887,세종연기,2018,12.6,1.6,68.47500000000001
4205,888,청남대,2013,12.4,1.3,73.125
4206,888,청남대,2014,12.8,1.3,72.09166666666667
4207,888,청남대,2015,13.3,1.2,72.51666666666667
4208,888,청남대,2016,13.5,1.3,72.64166666666667
4209,888,청남대,2017,12.9,1.3,70.49166666666666
4210,888,청남대,2018,12.9,1.4,70.31666666666666
4211,888,청남대,2019,13.4,1.3,69.24166666666666
